"origin","year","dest","Y_odt","gdp_per_capita","min_temperature","mean_temperature","max_temperature","D_od"
"ESP","1990-1995","SLE",0,1623.87723669211,-14.6294799804687,13.2243345607118,44.6177917480469,3633.663177996
"ESP","1990-1995","TGO",0,1533.25491244992,-14.6294799804687,13.2243345607118,44.6177917480469,3581.47056791807
"ESP","1990-1995","CHN",3727,2777.81498022184,-14.6294799804687,13.2243345607118,44.6177917480469,8719.35264008659
"ESP","1990-1995","HKG",35,30057.6883755419,-14.6294799804687,13.2243345607118,44.6177917480469,10535.4695582565
"ESP","1990-1995","MAC",0,30753.0335095065,-14.6294799804687,13.2243345607118,44.6177917480469,10509.1360943441
"ESP","1990-1995","PRK",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,9783.59087446019
"ESP","1990-1995","JPN",309,30907.3252217345,-14.6294799804687,13.2243345607118,44.6177917480469,10625.0010881927
"ESP","1990-1995","MNG",0,2653.09263002817,-14.6294799804687,13.2243345607118,44.6177917480469,7917.738698185
"ESP","1990-1995","KOR",0,16196.9270291962,-14.6294799804687,13.2243345607118,44.6177917480469,10155.104646106
"ESP","1990-1995","KAZ",0,10700.6247205877,-14.6294799804687,13.2243345607118,44.6177917480469,5515.59228391671
"ESP","1990-1995","KGZ",0,6461.57152086796,-14.6294799804687,13.2243345607118,44.6177917480469,6339.33986949874
"ESP","1990-1995","TJK",0,4496.70331202475,-14.6294799804687,13.2243345607118,44.6177917480469,6216.40974470031
"ESP","1990-1995","TKM",0,9543.49988861058,-14.6294799804687,13.2243345607118,44.6177917480469,5268.73836756724
"ESP","1990-1995","UZB",0,5294.03840789166,-14.6294799804687,13.2243345607118,44.6177917480469,5464.35580000749
"ESP","1990-1995","AFG",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,6070.61688732401
"ESP","1990-1995","BGD",0,1526.44996980765,-14.6294799804687,13.2243345607118,44.6177917480469,8640.27085313332
"ESP","1990-1995","BTN",0,2861.16874709568,-14.6294799804687,13.2243345607118,44.6177917480469,8407.18483630406
"ESP","1990-1995","IND",0,1488.54855463281,-14.6294799804687,13.2243345607118,44.6177917480469,7838.77379561201
"ESP","1990-1995","IRN",0,4280.489014314,-14.6294799804687,13.2243345607118,44.6177917480469,5166.12919791463
"ESP","1990-1995","MDV",0,5464.62660868099,-14.6294799804687,13.2243345607118,44.6177917480469,8684.77694456478
"ESP","1990-1995","NPL",0,1141.56679091274,-14.6294799804687,13.2243345607118,44.6177917480469,7846.02798862898
"ESP","1990-1995","PAK",0,2704.63128045791,-14.6294799804687,13.2243345607118,44.6177917480469,6559.66156424635
"ESP","1990-1995","LKA",3,3488.39778082362,-14.6294799804687,13.2243345607118,44.6177917480469,8981.10995884691
"ESP","1990-1995","BRN",0,54390.0281794608,-14.6294799804687,13.2243345607118,44.6177917480469,12028.2125066935
"ESP","1990-1995","KHM",0,1192.46680928702,-14.6294799804687,13.2243345607118,44.6177917480469,10617.0622121255
"ESP","1990-1995","IDN",0,3898.93416899001,-14.6294799804687,13.2243345607118,44.6177917480469,12343.1923185687
"ESP","1990-1995","LAO",0,1330.96096476296,-14.6294799804687,13.2243345607118,44.6177917480469,10088.6442616471
"ESP","1990-1995","MYS",0,10096.7287992872,-14.6294799804687,13.2243345607118,44.6177917480469,12099.4252422033
"ESP","1990-1995","MMR",0,807.10558553853,-14.6294799804687,13.2243345607118,44.6177917480469,9333.94814173544
"ESP","1990-1995","PHL",93,3975.08360941038,-14.6294799804687,13.2243345607118,44.6177917480469,11608.391561466
"ESP","1990-1995","SGP",0,24210.73238367,-14.6294799804687,13.2243345607118,44.6177917480469,11387.2818795287
"ESP","1990-1995","THA",0,6512.96218646603,-14.6294799804687,13.2243345607118,44.6177917480469,10134.0750596758
"ESP","1990-1995","TLS",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,13954.4149511769
"ESP","1990-1995","VNM",0,1528.05797998867,-14.6294799804687,13.2243345607118,44.6177917480469,10420.6178297069
"ESP","1990-1995","ARM",0,4475.51177678488,-14.6294799804687,13.2243345607118,44.6177917480469,4074.884057963
"ESP","1990-1995","AZE",0,6641.42731176558,-14.6294799804687,13.2243345607118,44.6177917480469,4290.69592821651
"ESP","1990-1995","BHR",0,17304.7953405818,-14.6294799804687,13.2243345607118,44.6177917480469,5204.14938402998
"ESP","1990-1995","CYP",17,22650.2722708729,-14.6294799804687,13.2243345607118,44.6177917480469,3264.0459409409
"ESP","1990-1995","GEO",0,6395.01464419027,-14.6294799804687,13.2243345607118,44.6177917480469,3896.29025149278
"ESP","1990-1995","IRQ",0,4179.18549088512,-14.6294799804687,13.2243345607118,44.6177917480469,4254.65904928949
"ESP","1990-1995","ISR",9,26065.9620244345,-14.6294799804687,13.2243345607118,44.6177917480469,3587.80255347302
"ESP","1990-1995","JOR",47,3423.86412324003,-14.6294799804687,13.2243345607118,44.6177917480469,3750.30426699637
"ESP","1990-1995","KWT",0,28991.9118193839,-14.6294799804687,13.2243345607118,44.6177917480469,4769.58431891786
"ESP","1990-1995","LBN",0,4624.1392608493,-14.6294799804687,13.2243345607118,44.6177917480469,3546.67604385104
"ESP","1990-1995","OMN",0,11150.1088438632,-14.6294799804687,13.2243345607118,44.6177917480469,6014.23450161965
"ESP","1990-1995","QAT",0,25363.4493821525,-14.6294799804687,13.2243345607118,44.6177917480469,5301.36514682763
"ESP","1990-1995","SAU",0,19602.0843041366,-14.6294799804687,13.2243345607118,44.6177917480469,4810.33592366047
"ESP","1990-1995","PSE",0,2791.37080348169,-14.6294799804687,13.2243345607118,44.6177917480469,3587.9321686296
"ESP","1990-1995","SYR",0,1195.8842960672,-14.6294799804687,13.2243345607118,44.6177917480469,3726.01796742309
"ESP","1990-1995","TUR",417,11089.0001247542,-14.6294799804687,13.2243345607118,44.6177917480469,3318.78859576053
"ESP","1990-1995","ARE",0,107918.175373205,-14.6294799804687,13.2243345607118,44.6177917480469,5646.06781781743
"ESP","1990-1995","YEM",16,718.573945614664,-14.6294799804687,13.2243345607118,44.6177917480469,5612.03430188944
"ESP","1990-1995","BLR",5,12098.1280288364,-14.6294799804687,13.2243345607118,44.6177917480469,2779.35847990998
"ESP","1990-1995","BGR",325,10749.2749581671,-14.6294799804687,13.2243345607118,44.6177917480469,2403.36385760194
"ESP","1990-1995","CZE",22,21105.4092218433,-14.6294799804687,13.2243345607118,44.6177917480469,1814.2289567674
"ESP","1990-1995","HUN",382,13203.5249090554,-14.6294799804687,13.2243345607118,44.6177917480469,1988.66480907873
"ESP","1990-1995","POL",0,9233.8282483927,-14.6294799804687,13.2243345607118,44.6177917480469,2184.43715805687
"ESP","1990-1995","MDA",0,4612.62647153754,-14.6294799804687,13.2243345607118,44.6177917480469,2663.86961076725
"ESP","1990-1995","ROU",56,7264.52793278656,-14.6294799804687,13.2243345607118,44.6177917480469,2386.80631338424
"ESP","1990-1995","RUS",58,14481.5891976041,-14.6294799804687,13.2243345607118,44.6177917480469,6754.47545067826
"ESP","1990-1995","SVK",228,15315.0812458536,-14.6294799804687,13.2243345607118,44.6177917480469,2047.08917230516
"ESP","1990-1995","UKR",0,9661.06209427163,-14.6294799804687,13.2243345607118,44.6177917480469,2901.66078764846
"ESP","1990-1995","CHI",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,NA
"ESP","1990-1995","DNK",678,28624.2250006752,-14.6294799804687,13.2243345607118,44.6177917480469,2002.04368236601
"ESP","1990-1995","EST",0,10332.6654137792,-14.6294799804687,13.2243345607118,44.6177917480469,2902.39628994578
"ESP","1990-1995","FIN",95,24672.3985918114,-14.6294799804687,13.2243345607118,44.6177917480469,3301.73887059137
"ESP","1990-1995","ISL",27,32822.7217814449,-14.6294799804687,13.2243345607118,44.6177917480469,2917.88971580377
"ESP","1990-1995","IRL",1267,20876.8182242381,-14.6294799804687,13.2243345607118,44.6177917480469,1466.48573075056
"ESP","1990-1995","LVA",0,12642.3459644905,-14.6294799804687,13.2243345607118,44.6177917480469,2747.62962543353
"ESP","1990-1995","LTU",0,11124.9435730386,-14.6294799804687,13.2243345607118,44.6177917480469,2614.03588849875
"ESP","1990-1995","NOR",135,29544.4386663245,-14.6294799804687,13.2243345607118,44.6177917480469,2928.75586409307
"ESP","1990-1995","SWE",910,29421.8734763988,-14.6294799804687,13.2243345607118,44.6177917480469,2837.22384991661
"ESP","1990-1995","GBR",8643,24954.2267843165,-14.6294799804687,13.2243345607118,44.6177917480469,1508.39017769221
"ESP","1990-1995","ALB",0,3113.28888138826,-14.6294799804687,13.2243345607118,44.6177917480469,1990.36897081114
"ESP","1990-1995","BIH",0,1483.33634687788,-14.6294799804687,13.2243345607118,44.6177917480469,1810.88225212327
"ESP","1990-1995","HRV",31,10410.9845253188,-14.6294799804687,13.2243345607118,44.6177917480469,1726.14533291603
"ESP","1990-1995","GRC",0,18936.7862699822,-14.6294799804687,13.2243345607118,44.6177917480469,2232.29242034419
"ESP","1990-1995","ITA",0,28455.1726209224,-14.6294799804687,13.2243345607118,44.6177917480469,1354.8962863287
"ESP","1990-1995","MLT",4,16003.4904701492,-14.6294799804687,13.2243345607118,44.6177917480469,1654.25027126746
"ESP","1990-1995","MNE",0,7490.9856440689,-14.6294799804687,13.2243345607118,44.6177917480469,1920.67251824198
"ESP","1990-1995","PRT",1600,17277.9975563335,-14.6294799804687,13.2243345607118,44.6177917480469,386.786949175249
"ESP","1990-1995","SRB",103,8019.84528615765,-14.6294799804687,13.2243345607118,44.6177917480469,2050.10053750704
"ESP","1990-1995","SVN",153,19266.1744005909,-14.6294799804687,13.2243345607118,44.6177917480469,1631.45726067568
"ESP","1990-1995","ESP",0,20143.5200484903,-14.6294799804687,13.2243345607118,44.6177917480469,0
"ESP","1990-1995","MKD",0,5986.56436587639,-14.6294799804687,13.2243345607118,44.6177917480469,2124.49550127911
"ESP","1990-1995","AUT",383,29057.5010714998,-14.6294799804687,13.2243345607118,44.6177917480469,1626.2778250583
"ESP","1990-1995","BEL",0,28211.9214278264,-14.6294799804687,13.2243345607118,44.6177917480469,1311.43866229881
"ESP","1990-1995","FRA",28960,27359.4441538792,-14.6294799804687,13.2243345607118,44.6177917480469,846.052201401241
"ESP","1990-1995","DEU",0,29950.3104309547,-14.6294799804687,13.2243345607118,44.6177917480469,1609.71920821335
"ESP","1990-1995","LUX",302,50331.7429803275,-14.6294799804687,13.2243345607118,44.6177917480469,1288.76468249003
"ESP","1990-1995","NLD",539,29657.0672561525,-14.6294799804687,13.2243345607118,44.6177917480469,1501.3134164655
"ESP","1990-1995","CHE",0,41696.6554493332,-14.6294799804687,13.2243345607118,44.6177917480469,1185.45608581367
"ESP","1990-1995","ATG",3,14029.0267303271,-14.6294799804687,13.2243345607118,44.6177917480469,6116.78161990949
"ESP","1990-1995","ABW",0,43460.8037166708,-14.6294799804687,13.2243345607118,44.6177917480469,7122.6306257433
"ESP","1990-1995","BHS",9,27403.0262958398,-14.6294799804687,13.2243345607118,44.6177917480469,6997.16334055125
"ESP","1990-1995","BRB",0,15928.0881312668,-14.6294799804687,13.2243345607118,44.6177917480469,6203.04402802804
"ESP","1990-1995","CUB",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,7268.77539047117
"ESP","1990-1995","CUW",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,7060.16611701422
"ESP","1990-1995","DOM",943,5478.70403802805,-14.6294799804687,13.2243345607118,44.6177917480469,6729.90163831506
"ESP","1990-1995","GRD",0,5592.79303101548,-14.6294799804687,13.2243345607118,44.6177917480469,6455.54808963789
"ESP","1990-1995","GLP",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,NA
"ESP","1990-1995","HTI",9,1224.52173221143,-14.6294799804687,13.2243345607118,44.6177917480469,6915.069510276
"ESP","1990-1995","JAM",0,5477.03994248805,-14.6294799804687,13.2243345607118,44.6177917480469,7361.06966334082
"ESP","1990-1995","MTQ",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,NA
"ESP","1990-1995","PRI",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,6434.97741117669
"ESP","1990-1995","LCA",0,9360.37956210915,-14.6294799804687,13.2243345607118,44.6177917480469,6269.29642727442
"ESP","1990-1995","VCT",0,6922.52721930232,-14.6294799804687,13.2243345607118,44.6177917480469,6333.66330047884
"ESP","1990-1995","TTO",0,11084.3218348026,-14.6294799804687,13.2243345607118,44.6177917480469,6549.10969017513
"ESP","1990-1995","VIR",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,6323.55777497242
"ESP","1990-1995","BLZ",0,7220.06697443213,-14.6294799804687,13.2243345607118,44.6177917480469,8382.20766665059
"ESP","1990-1995","CRI",0,8615.64097521289,-14.6294799804687,13.2243345607118,44.6177917480469,8504.57662455667
"ESP","1990-1995","SLV",0,1361.69928409464,-14.6294799804687,13.2243345607118,44.6177917480469,8637.60534858559
"ESP","1990-1995","GTM",0,4031.96155965749,-14.6294799804687,13.2243345607118,44.6177917480469,8625.20996616335
"ESP","1990-1995","HND",19,3128.29045810357,-14.6294799804687,13.2243345607118,44.6177917480469,8369.09260397875
"ESP","1990-1995","MEX",0,12446.9667125337,-14.6294799804687,13.2243345607118,44.6177917480469,9031.37981114369
"ESP","1990-1995","NIC",0,3235.40763274864,-14.6294799804687,13.2243345607118,44.6177917480469,8373.91707603415
"ESP","1990-1995","PAN",0,7515.58870180129,-14.6294799804687,13.2243345607118,44.6177917480469,8261.24449304489
"ESP","1990-1995","ARG",0,8471.72734157929,-14.6294799804687,13.2243345607118,44.6177917480469,10507.9157115755
"ESP","1990-1995","BOL",84,2543.10275422175,-14.6294799804687,13.2243345607118,44.6177917480469,8947.22230654721
"ESP","1990-1995","BRA",0,7111.70106829973,-14.6294799804687,13.2243345607118,44.6177917480469,7632.87634748126
"ESP","1990-1995","CHL",0,9370.95478106631,-14.6294799804687,13.2243345607118,44.6177917480469,11084.1762525433
"ESP","1990-1995","COL",94,7769.31514020005,-14.6294799804687,13.2243345607118,44.6177917480469,8001.00461186953
"ESP","1990-1995","ECU",572,6027.32121703686,-14.6294799804687,13.2243345607118,44.6177917480469,8840.14274287591
"ESP","1990-1995","GUF",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,6406.54096599388
"ESP","1990-1995","GUY",0,3301.21496383378,-14.6294799804687,13.2243345607118,44.6177917480469,6783.12831603958
"ESP","1990-1995","PRY",0,5017.68657531385,-14.6294799804687,13.2243345607118,44.6177917480469,9068.83057170304
"ESP","1990-1995","PER",77,3957.17595975834,-14.6294799804687,13.2243345607118,44.6177917480469,9095.09392286979
"ESP","1990-1995","SUR",0,6795.67462702773,-14.6294799804687,13.2243345607118,44.6177917480469,6594.69433170007
"ESP","1990-1995","URY",0,11015.3451995193,-14.6294799804687,13.2243345607118,44.6177917480469,9760.17046723576
"ESP","1990-1995","VEN",0,8821.24292262333,-14.6294799804687,13.2243345607118,44.6177917480469,7188.42063487675
"ESP","1990-1995","CAN",65,32728.2688871134,-14.6294799804687,13.2243345607118,44.6177917480469,6743.20998080671
"ESP","1990-1995","USA",6756,39926.5884570626,-14.6294799804687,13.2243345607118,44.6177917480469,7696.86207328225
"ESP","1990-1995","AUS",295,29795.3367868369,-14.6294799804687,13.2243345607118,44.6177917480469,15830.3765153744
"ESP","1990-1995","NZL",0,23072.7961530602,-14.6294799804687,13.2243345607118,44.6177917480469,19406.526827579
"ESP","1990-1995","FJI",0,6158.2995998504,-14.6294799804687,13.2243345607118,44.6177917480469,17526.0572320127
"ESP","1990-1995","NCL",17,NA,-14.6294799804687,13.2243345607118,44.6177917480469,17677.6109971868
"ESP","1990-1995","PNG",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,15113.6935537097
"ESP","1990-1995","SLB",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,16038.7121263849
"ESP","1990-1995","VUT",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,17093.4510736378
"ESP","1990-1995","GUM",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,13217.3335897979
"ESP","1990-1995","KIR",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,14635.4158076792
"ESP","1990-1995","FSM",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,14459.5818699859
"ESP","1990-1995","PYF",7,NA,-14.6294799804687,13.2243345607118,44.6177917480469,15902.3091532457
"ESP","1990-1995","WSM",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,16869.7143792707
"ESP","1990-1995","TON",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,17758.798744951
"ESP","1990-1995","BDI",0,872.684958171295,-14.6294799804687,13.2243345607118,44.6177917480469,5945.8705503759
"ESP","1990-1995","COM",0,3471.8548206347,-14.6294799804687,13.2243345607118,44.6177917480469,7541.6899678822
"ESP","1990-1995","DJI",0,2527.059028295,-14.6294799804687,13.2243345607118,44.6177917480469,5511.58360413981
"ESP","1990-1995","ERI",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,4931.88050396039
"ESP","1990-1995","ETH",0,654.910195383673,-14.6294799804687,13.2243345607118,44.6177917480469,5531.32938772678
"ESP","1990-1995","KEN",0,2222.26665872542,-14.6294799804687,13.2243345607118,44.6177917480469,6085.70560953197
"ESP","1990-1995","MDG",0,1234.710514206,-14.6294799804687,13.2243345607118,44.6177917480469,8442.43584838961
"ESP","1990-1995","MWI",0,1052.48525084146,-14.6294799804687,13.2243345607118,44.6177917480469,7121.9841431017
"ESP","1990-1995","MUS",0,11880.5127955846,-14.6294799804687,13.2243345607118,44.6177917480469,9250.59988860925
"ESP","1990-1995","MYT",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,NA
"ESP","1990-1995","MOZ",0,600.456909724276,-14.6294799804687,13.2243345607118,44.6177917480469,7579.40955465431
"ESP","1990-1995","REU",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,NA
"ESP","1990-1995","RWA",0,970.520690830122,-14.6294799804687,13.2243345607118,44.6177917480469,5817.26320747756
"ESP","1990-1995","SYC",0,18760.9819459005,-14.6294799804687,13.2243345607118,44.6177917480469,7822.65393348854
"ESP","1990-1995","SOM",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,6222.49460728996
"ESP","1990-1995","SSD",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,4980.89466076697
"ESP","1990-1995","UGA",0,929.633381293038,-14.6294799804687,13.2243345607118,44.6177917480469,5661.47589759249
"ESP","1990-1995","TZA",0,947.215772213649,-14.6294799804687,13.2243345607118,44.6177917480469,6505.56698528638
"ESP","1990-1995","ZMB",0,1231.20090744377,-14.6294799804687,13.2243345607118,44.6177917480469,6802.25233885708
"ESP","1990-1995","ZWE",0,5601.81527826935,-14.6294799804687,13.2243345607118,44.6177917480469,7448.95084639409
"ESP","1990-1995","AGO",0,2808.12859177484,-14.6294799804687,13.2243345607118,44.6177917480469,6252.29235501602
"ESP","1990-1995","CMR",0,2445.00942620517,-14.6294799804687,13.2243345607118,44.6177917480469,4187.92229832828
"ESP","1990-1995","CAF",0,1119.50866407176,-14.6294799804687,13.2243345607118,44.6177917480469,4458.03758979148
"ESP","1990-1995","TCD",0,1183.44803220435,-14.6294799804687,13.2243345607118,44.6177917480469,3518.21595873291
"ESP","1990-1995","COG",0,2197.15579616526,-14.6294799804687,13.2243345607118,44.6177917480469,4963.96834172607
"ESP","1990-1995","COD",0,1228.68201972276,-14.6294799804687,13.2243345607118,44.6177917480469,5549.13451609227
"ESP","1990-1995","GNQ",75,2086.48715338465,-14.6294799804687,13.2243345607118,44.6177917480469,4533.72239229943
"ESP","1990-1995","GAB",0,9494.03810581488,-14.6294799804687,13.2243345607118,44.6177917480469,4820.51037308405
"ESP","1990-1995","STP",0,1741.34612131307,-14.6294799804687,13.2243345607118,44.6177917480469,4583.57751914357
"ESP","1990-1995","DZA",0,8882.56717712442,-14.6294799804687,13.2243345607118,44.6177917480469,1468.73491734866
"ESP","1990-1995","EGY",0,2841.61953840457,-14.6294799804687,13.2243345607118,44.6177917480469,3441.56026238206
"ESP","1990-1995","LBY",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,2480.50292277935
"ESP","1990-1995","MAR",0,4735.64745690984,-14.6294799804687,13.2243345607118,44.6177917480469,1243.63412806592
"ESP","1990-1995","SDN",0,1965.05751032076,-14.6294799804687,13.2243345607118,44.6177917480469,4215.42368032914
"ESP","1990-1995","TUN",0,6562.65165386198,-14.6294799804687,13.2243345607118,44.6177917480469,1350.76317361395
"ESP","1990-1995","ESH",0,NA,-14.6294799804687,13.2243345607118,44.6177917480469,1956.5511691459
"ESP","1990-1995","BWA",0,7514.21169672109,-14.6294799804687,13.2243345607118,44.6177917480469,7509.20505799633
"ESP","1990-1995","LSO",0,1444.21706064411,-14.6294799804687,13.2243345607118,44.6177917480469,8452.661501193
"ESP","1990-1995","NAM",0,5274.37762202704,-14.6294799804687,13.2243345607118,44.6177917480469,7277.7555468138
"ESP","1990-1995","ZAF",32,8952.17673119526,-14.6294799804687,13.2243345607118,44.6177917480469,8267.15366082411
"ESP","1990-1995","SWZ",0,7102.19966863906,-14.6294799804687,13.2243345607118,44.6177917480469,8275.79352021856
"ESP","1990-1995","BEN",0,1263.33998150812,-14.6294799804687,13.2243345607118,44.6177917480469,3467.95103133372
"ESP","1990-1995","BFA",0,1089.62879390984,-14.6294799804687,13.2243345607118,44.6177917480469,3126.27346359013
