"Year","Minimum","Mean","Maximum","Quantile_0.05","Quantile_0.10","Median","Quantile_0.90","Quantile_0.95"
1990,-17.3467163085937,4.28485927826991,20.4810729980469,-6.25793457031248,-3.76337280273435,4.34366760253909,12.4556915283203,13.8110641479492
1991,-22.6251586914062,3.2116842603131,20.1402526855469,-9.20979309082029,-6.47718200683591,2.96064147949221,12.9981109619141,14.9777847290039
1992,-19.1897338867187,3.65472906817406,21.6942993164063,-7.78938751220701,-4.37461853027341,2.23079833984377,14.0218963623047,15.678564453125
1993,-23.0283569335937,2.80911151528235,20.197900390625,-10.4777770996094,-7.88485717773435,2.95363769531252,11.723583984375,12.9402481079102
1994,-29.8488220214844,3.90280557260626,24.8946166992188,-7.36136016845701,-4.69267578124998,3.2809997558594,13.6519714355469,16.8094421386719
1995,-22.2031921386719,3.24241326704922,21.0474487304688,-10.2890518188476,-7.43556518554685,2.82175598144534,13.6217590332031,15.1560256958008
1996,-30.2154907226562,1.58928292889014,18.9592834472656,-15.7592834472656,-12.2349334716797,4.05520019531252,12.5991577148438,14.0282012939453
1997,-31.4793151855469,2.82394690815919,20.6753784179688,-11.7103958129883,-7.02189636230466,2.23490295410159,13.7352844238281,14.8419754028321
1998,-24.945654296875,3.44744419174277,21.3460327148438,-10.6002349853515,-6.95451049804685,4.03153381347659,12.918359375,14.534603881836
1999,-21.8520874023437,4.00105686071175,20.2918334960938,-7.91194610595701,-5.5114562988281,3.5466247558594,13.8645141601563,15.3484619140625
2000,-21.385107421875,4.47752510510159,20.7091613769531,-6.85726318359373,-4.55134277343748,4.83306274414065,12.7950256347656,14.0752548217774
2001,-26.3057006835937,3.20639354195311,20.5940185546875,-11.4281677246094,-8.21537475585935,3.97934875488284,13.9869659423828,15.9300262451172
2002,-27.2594360351562,4.03214143357113,21.5635314941406,-12.2929916381836,-7.0053527832031,4.05654296875002,14.7549133300781,16.2977645874024
2003,-30.8489135742187,3.20322322415353,21.1770263671875,-11.9321792602539,-7.95518798828123,3.49512634277346,13.9758544921875,15.9050064086914
2004,-21.7030700683594,3.3358434483904,19.626611328125,-11.1699462890625,-7.41201171874998,4.29593811035159,12.7752197265625,14.5155014038086
2005,-24.6777404785156,3.27900004797919,22.14150390625,-10.5357101440429,-7.5817443847656,3.63797912597659,13.503988647461,15.0586181640625
2006,-36.9851745605469,3.64313196791238,23.0210205078125,-14.6561218261719,-10.2980895996094,5.22124633789065,14.8336303710938,16.9068832397461
2007,-24.75400390625,4.57499012568228,21.1592041015625,-7.14628143310544,-4.13858642578123,3.69790039062502,14.6384399414063,16.1759536743164
2008,-18.0913757324219,4.7236753280146,19.2224365234375,-4.61866760253904,-3.25710449218748,4.41924438476565,13.7980865478516,15.0157150268555
2009,-22.1572021484375,3.70978549454815,20.1466918945313,-10.1427093505859,-6.49586181640623,3.89597473144534,13.6928344726563,15.4092163085938
2010,-31.9288696289062,2.1843993118013,22.3666320800781,-16.2192306518554,-12.6953216552734,3.30547485351565,14.6486907958985,16.9637329101563
2011,-22.626806640625,3.92126569548952,19.4684692382813,-9.92994842529295,-6.12864990234373,3.63520202636721,13.8281799316406,15.0453109741211
2012,-30.8877319335937,3.49976078336509,21.387841796875,-14.3093292236328,-8.20298156738279,4.14687500000002,14.2653778076172,16.3530029296875
2013,-23.775244140625,3.6025706573583,22.0478759765625,-10.5841964721679,-7.21648254394529,3.84755859375002,13.5548156738281,15.5805938720703
2014,-24.8239807128906,4.92452140140837,20.82607421875,-8.36720275878904,-3.8773986816406,5.51914367675784,14.729721069336,16.7299133300781
2015,-21.8620971679687,4.75544182249821,23.0398193359375,-5.29720306396482,-3.37197265624998,4.10506591796877,14.1115142822266,16.7981018066406
2016,-17.6421875,4.44075742691895,22.5251708984375,-7.11032409667966,-4.24430541992185,3.74465332031252,14.3318450927735,15.8821395874024
2017,-24.0000061035156,4.14314154830951,22.4131103515625,-10.0909088134765,-5.97069396972654,4.30408630371096,13.5394958496094,15.2727279663086
2018,-22.5054382324219,4.95720586264224,22.5999694824219,-9.10422515869138,-6.14689941406248,5.73531494140627,15.5121948242188,17.0677124023438
2019,-20.6771911621094,5.3225245870705,22.1363159179688,-6.10783386230466,-3.69267272949216,4.81983337402346,15.4321075439453,16.9840347290039
2020,-14.7194885253906,5.10755657887151,22.7630554199219,-4.05339355468748,-2.83195800781248,4.07331237792971,14.6201110839844,16.0665054321289
